customer_id,invoice_id,invoice_amount,invoice_date,due_date,payment_date,payment_status,days_overdue,previous_payments,previous_late_payments,average_payment_delay,payment_failures,communication_count,last_contact_days,discount_used,recovered,customer_segment,customer_lifetime_value,payment_delay,invoice_age,late_payment_ratio,payment_reliability_score,overdue_revenue,recovery_opportunity,overdue_severity,invoice_value_category,payment_behavior_score,communication_effectiveness,customer_value_score,overdue_risk_score,recovery_potential_score,expected_recovery_baseline,recovery_priority_score
CUST1983,INV000047,253162.94,2025-06-15,2025-07-15,,Overdue,415,29,8,46,1,4,51,1,0,SMB,2415885,415.0,445,0.27586206896551724,72.41,253162.94,253162.94,Critical,Large,56.6,0.071,48.32,62.28,47.21,119518.22,615518.83
CUST0960,INV000048,13792.43,2025-03-28,2025-04-27,2025-05-13,Paid,0,17,4,13,1,6,24,0,1,Mid-Market,1256184,16.0,524,0.23529411764705882,76.47,0.0,0.0,Current,Small,78.44,0.194,25.12,11.06,69.42,9574.7,9574.7
CUST1469,INV000049,46461.22,2026-05-06,2026-06-05,,Overdue,90,21,3,13,0,4,57,0,0,Enterprise,1571722,90.0,120,0.14285714285714285,85.71,46461.22,46461.22,Severe,Small,85.06,0.065,31.43,41.79,60.24,27988.24,53177.66
CUST0893,INV000050,21262.14,2025-05-21,2025-06-20,2025-07-03,Paid,0,16,7,20,0,4,45,1,1,Mid-Market,1628315,13.0,470,0.4375,56.25,0.0,0.0,Current,Small,66.12,0.08,32.57,13.12,57.32,12187.46,12187.46
CUST1462,INV000051,9866.65,2025-04-13,2025-05-28,,Overdue,463,26,3,21,0,2,50,0,0,Mid-Market,4944940,463.0,508,0.11538461538461539,88.46,9866.65,9866.65,Critical,Small,81.63,0.038,98.9,53.46,56.86,5610.18,31585.31
CUST0732,INV000052,8759.96,2025-08-14,2025-09-13,2025-09-13,Paid,0,5,0,0,1,7,33,0,1,Mid-Market,2565967,0.0,385,0.0,100.0,0.0,0.0,Current,Small,98.0,0.171,51.32,4.0,82.02,7184.92,7184.92
CUST1914,INV000053,107546.56,2026-07-29,2026-09-12,,Overdue,0,1,1,27,1,4,78,1,1,SMB,3516689,0.0,36,1.0,0.0,107546.56,0.0,Current,Medium,31.8,0.048,70.33,34.0,24.06,25875.7,25875.7
CUST0606,INV000054,57293.25,2025-10-21,2025-12-05,,Overdue,272,9,2,11,0,5,75,0,0,SMB,2581528,272.0,317,0.2222222222222222,77.78,57293.25,57293.25,Critical,Medium,82.29,0.062,51.63,56.67,51.41,29454.46,109570.59
CUST0457,INV000055,153827.03,2025-11-02,2025-12-02,,Overdue,275,3,0,13,1,0,26,0,0,SMB,67297,275.0,305,0.0,100.0,153827.03,153827.03,Critical,Medium,90.2,0.0,1.35,54.0,61.1,93988.32,352456.2
CUST0615,INV000056,23282.41,2025-09-11,2025-10-11,2025-10-11,Paid,0,14,3,1,0,2,76,0,1,Enterprise,4506397,0.0,357,0.21428571428571427,78.57,0.0,0.0,Current,Small,88.68,0.025,90.13,6.43,68.61,15974.06,15974.06
CUST1759,INV000057,29375.6,2025-06-29,2025-07-29,,Overdue,401,18,9,9,0,1,37,0,0,SMB,1521926,401.0,431,0.5,50.0,29375.6,29375.6,Critical,Small,69.6,0.026,30.44,65.0,35.27,10360.77,51907.46
CUST0698,INV000058,16861.84,2025-02-09,2025-03-11,,Overdue,541,12,3,26,1,3,80,0,0,Mid-Market,3752418,541.0,571,0.25,75.0,16861.84,16861.84,Critical,Small,69.9,0.036,75.05,61.5,47.94,8083.57,51815.68
CUST1720,INV000059,16529.76,2026-06-04,2026-06-19,2026-07-25,Paid,0,23,5,23,1,5,12,0,1,SMB,1088218,36.0,91,0.21739130434782608,78.26,0.0,0.0,Current,Small,73.33,0.278,21.76,10.52,72.1,11917.96,11917.96
CUST1519,INV000060,7770.68,2026-06-30,2026-07-30,,Overdue,35,14,5,17,1,1,47,1,1,SMB,2986537,35.0,65,0.35714285714285715,64.29,7770.68,7770.68,Moderate,Small,69.95,0.02,59.73,29.3,54.08,4202.38,5673.21
CUST0674,INV000061,23956.86,2025-08-24,2025-10-23,,Overdue,315,28,7,0,1,1,29,0,0,Mid-Market,2634182,315.0,375,0.25,75.0,23956.86,23956.86,Critical,Small,85.5,0.032,52.68,61.5,47.86,11465.75,47582.86
CUST1271,INV000062,10004.13,2026-04-08,2026-05-08,2026-05-15,Paid,0,16,3,5,1,3,66,1,1,Mid-Market,1388306,7.0,148,0.1875,81.25,0.0,0.0,Current,Small,85.62,0.043,27.77,9.62,69.06,6908.85,6908.85
CUST0543,INV000063,34266.0,2025-08-16,2025-09-15,2025-10-05,Paid,0,5,0,16,1,7,6,0,1,SMB,640381,20.0,383,0.0,100.0,0.0,0.0,Current,Small,88.4,0.5,12.81,4.0,88.6,30359.68,30359.68
CUST1588,INV000064,26108.34,2026-04-28,2026-06-27,2026-07-04,Paid,0,20,6,8,1,3,10,0,1,SMB,2348354,7.0,128,0.3,70.0,0.0,0.0,Current,Small,78.2,0.214,46.97,13.0,66.23,17291.55,17291.55
CUST0857,INV000065,29368.62,2026-03-06,2026-05-05,,Overdue,121,20,5,19,0,4,2,1,0,SMB,3998401,121.0,181,0.25,75.0,29368.62,29368.62,Critical,Small,76.1,0.571,79.97,57.5,60.04,17632.92,38968.75
CUST1612,INV000066,117610.07,2025-01-22,2025-03-23,,Overdue,529,15,2,20,1,7,82,0,0,Mid-Market,3862010,529.0,589,0.13333333333333333,86.67,117610.07,117610.07,Critical,Medium,79.34,0.078,77.24,58.0,55.26,64991.32,408795.4
CUST0897,INV000067,21211.15,2025-12-09,2026-01-23,2026-02-03,Paid,0,9,2,26,1,4,49,0,1,SMB,3095529,11.0,268,0.2222222222222222,77.78,0.0,0.0,Current,Small,71.29,0.074,61.91,10.67,67.75,14370.55,14370.55
CUST1463,INV000068,46944.77,2025-02-09,2025-03-11,,Overdue,541,25,4,0,0,0,16,0,0,SMB,2049482,541.0,571,0.16,84.0,46944.77,46944.77,Critical,Small,92.0,0.0,40.99,54.8,53.62,25171.79,161351.17
CUST0278,INV000069,171357.87,2025-06-22,2025-08-21,,Overdue,378,17,8,8,2,3,70,0,0,Mid-Market,3062359,378.0,438,0.47058823529411764,52.94,171357.87,171357.87,Critical,Medium,67.67,0.041,61.25,72.12,34.4,58947.11,281767.19
CUST0552,INV000070,81358.21,2026-03-15,2026-05-14,2026-05-14,Paid,0,12,2,4,0,6,79,1,1,Enterprise,1466953,0.0,172,0.16666666666666666,83.33,0.0,0.0,Current,Medium,89.26,0.07,29.34,5.0,72.15,58699.95,58699.95
CUST1637,INV000071,69784.67,2025-06-28,2025-07-28,2025-07-28,Paid,0,13,4,6,0,7,14,0,1,SMB,4165345,0.0,432,0.3076923076923077,69.23,0.0,0.0,Current,Medium,81.02,0.318,83.31,9.23,69.28,48346.82,48346.82
CUST0111,INV000072,16208.84,2026-08-21,2026-09-20,,Overdue,0,10,3,11,1,3,63,0,0,SMB,2805063,0.0,13,0.3,70.0,16208.84,0.0,Current,Small,76.4,0.045,56.1,13.0,62.85,10187.26,10187.26
CUST0385,INV000073,27712.62,2025-05-13,2025-06-12,2025-06-27,Paid,0,7,2,14,0,6,3,1,1,Mid-Market,2214563,15.0,478,0.2857142857142857,71.43,0.0,0.0,Current,Small,77.32,0.6,44.29,8.57,76.14,21100.39,21100.39
CUST1857,INV000074,5894.2,2025-12-17,2026-01-16,,Overdue,230,27,6,19,3,1,41,0,0,Mid-Market,888927,230.0,260,0.2222222222222222,77.78,5894.2,5894.2,Critical,Small,71.49,0.023,17.78,68.67,46.43,2736.68,9031.04
CUST0761,INV000075,36276.1,2026-06-09,2026-07-09,2026-07-10,Paid,0,24,3,4,1,6,8,1,1,SMB,4560784,1.0,86,0.125,87.5,0.0,0.0,Current,Small,89.35,0.4,91.22,7.75,79.66,28897.54,28897.54
CUST1215,INV000076,28982.87,2026-06-24,2026-07-24,,Overdue,41,21,10,9,0,4,46,0,0,Mid-Market,929459,41.0,71,0.47619047619047616,52.38,28982.87,28982.87,Moderate,Small,70.79,0.078,18.59,31.37,49.15,14245.08,20085.56
CUST1514,INV000077,22547.63,2026-05-21,2026-06-20,,Overdue,75,7,1,13,1,0,37,0,0,SMB,345866,75.0,105,0.14285714285714285,85.71,22547.63,22547.63,Severe,Small,83.06,0.0,6.92,39.54,59.73,13467.7,23568.48
CUST0694,INV000078,61524.75,2025-03-25,2025-04-24,,Overdue,497,8,3,13,0,4,83,0,0,SMB,1466842,497.0,527,0.375,62.5,61524.75,61524.75,Critical,Medium,73.45,0.045,29.34,61.25,42.59,26203.39,156434.24
CUST1450,INV000079,6582.86,2026-04-09,2026-04-24,,Overdue,132,24,4,6,2,7,66,0,0,Mid-Market,3198491,132.0,147,0.16666666666666666,83.33,6582.86,6582.86,Critical,Small,84.06,0.095,63.97,63.0,52.35,3446.13,7995.02
CUST0405,INV000080,112968.34,2025-12-09,2026-01-23,2026-02-04,Paid,0,15,3,6,0,3,37,0,1,SMB,906626,12.0,268,0.2,80.0,0.0,0.0,Current,Medium,86.4,0.073,18.13,6.0,70.36,79484.52,79484.52
CUST1359,INV000081,54272.05,2025-10-07,2025-11-06,,Overdue,301,25,6,10,1,0,37,0,0,SMB,543992,301.0,331,0.24,76.0,54272.05,54272.05,Critical,Medium,80.0,0.0,10.88,61.2,47.78,25931.19,103984.07
CUST1233,INV000082,20524.32,2025-09-20,2025-10-20,2025-10-20,Paid,0,21,5,0,2,4,3,0,1,SMB,1958911,0.0,348,0.23809523809523808,76.19,0.0,0.0,Current,Small,84.1,0.5,39.18,15.14,73.99,15185.94,15185.94
CUST0022,INV000083,18982.46,2025-06-15,2025-07-15,,Overdue,415,18,8,0,1,1,60,0,0,SMB,4084464,415.0,445,0.4444444444444444,55.56,18982.46,18982.46,Critical,Small,75.78,0.016,81.69,67.33,36.76,6977.95,35936.44
CUST0678,INV000084,35618.17,2025-10-20,2025-11-19,2025-11-30,Paid,0,22,8,10,0,4,37,0,1,SMB,4413089,11.0,318,0.36363636363636365,63.64,0.0,0.0,Current,Small,75.82,0.095,88.26,10.91,61.72,21983.53,21983.53
CUST0611,INV000085,100795.73,2026-05-24,2026-06-08,2026-06-17,Paid,0,1,1,13,0,4,33,0,1,SMB,3866126,9.0,102,1.0,0.0,0.0,0.0,Current,Medium,42.2,0.105,77.32,30.0,26.6,26811.66,26811.66
CUST1232,INV000086,24382.18,2026-08-03,2026-09-02,,Overdue,1,10,3,24,0,0,86,0,1,SMB,2564719,1.0,31,0.3,70.0,24382.18,24382.18,Mild,Small,70.6,0.0,51.29,9.42,63.2,15409.54,15563.64
CUST0008,INV000087,25438.8,2025-08-14,2025-09-28,2025-10-03,Paid,0,22,4,0,2,5,65,1,1,Enterprise,536799,5.0,385,0.18181818181818182,81.82,0.0,0.0,Current,Small,86.91,0.07,10.74,13.45,68.51,17428.12,17428.12
CUST0702,INV000088,22429.19,2025-06-19,2025-07-19,,Overdue,411,19,5,16,1,0,45,0,0,SMB,4129441,411.0,441,0.2631578947368421,73.68,22429.19,22429.19,Critical,Small,75.24,0.0,82.59,61.89,46.49,10427.33,53283.66
CUST1711,INV000089,130878.42,2026-08-21,2026-09-20,,Overdue,0,29,9,26,1,7,48,0,1,SMB,2559907,0.0,13,0.3103448275862069,68.97,130878.42,0.0,Current,Medium,66.88,0.125,51.2,13.31,63.88,83605.13,83605.13
CUST1809,INV000090,15231.44,2026-03-24,2026-04-23,2026-05-11,Paid,0,3,0,15,2,2,64,0,1,SMB,2329042,18.0,163,0.0,100.0,0.0,0.0,Current,Small,87.0,0.03,46.58,8.0,77.8,11850.06,11850.06
CUST0529,INV000091,21386.01,2026-05-17,2026-06-16,,Overdue,79,7,3,5,1,5,60,0,0,SMB,2654884,79.0,109,0.42857142857142855,57.14,21386.01,21386.01,Severe,Small,73.57,0.076,53.1,49.77,44.81,9583.07,17153.7
CUST0602,INV000092,95171.49,2026-06-11,2026-08-10,,Overdue,24,4,1,9,2,3,19,1,1,SMB,1088336,24.0,84,0.25,75.0,95171.49,95171.49,Mild,Medium,78.1,0.13,21.77,25.5,62.42,59406.04,73663.49
CUST1677,INV000093,25514.72,2026-01-14,2026-02-13,,Overdue,202,5,2,30,0,1,59,0,0,SMB,3667597,202.0,232,0.4,60.0,25514.72,25514.72,Critical,Small,62.0,0.016,73.35,62.0,40.62,10364.08,31299.52
CUST0657,INV000094,68669.39,2025-07-20,2025-09-03,,Overdue,365,6,2,23,0,4,42,0,0,SMB,3579801,365.0,410,0.3333333333333333,66.67,68669.39,68669.39,Critical,Medium,69.54,0.085,71.6,60.0,45.7,31381.91,145925.88
CUST0166,INV000095,8854.84,2025-09-07,2025-10-07,2025-10-08,Paid,0,28,9,6,0,0,15,1,1,Mid-Market,2046170,1.0,361,0.32142857142857145,67.86,0.0,0.0,Current,Small,80.33,0.0,40.92,9.64,62.16,5504.17,5504.17
CUST0849,INV000096,17938.55,2026-02-13,2026-03-30,2026-04-02,Paid,0,10,1,4,1,4,51,0,1,Mid-Market,648506,3.0,202,0.1,90.0,0.0,0.0,Current,Small,90.6,0.071,12.97,7.0,74.47,13358.84,13358.84
CUST0496,INV000097,97191.06,2025-05-05,2025-07-04,,Overdue,426,12,2,16,2,5,82,0,0,SMB,1733523,426.0,486,0.16666666666666666,83.33,97191.06,97191.06,Critical,Medium,78.06,0.057,34.67,63.0,51.59,50140.87,263740.98
CUST0590,INV000098,11199.9,2025-04-23,2025-06-07,,Overdue,453,14,3,17,2,5,80,0,0,SMB,2752882,453.0,498,0.21428571428571427,78.57,11199.9,11199.9,Critical,Small,75.08,0.058,55.06,64.43,48.97,5484.59,30329.78
CUST0429,INV000099,18933.74,2025-05-17,2025-07-16,,Overdue,414,22,6,26,2,6,35,0,0,SMB,1096161,414.0,474,0.2727272727272727,72.73,18933.74,18933.74,Critical,Small,66.76,0.143,21.92,66.18,47.43,8980.27,46158.59
CUST0774,INV000100,28472.25,2026-05-11,2026-06-10,,Overdue,85,2,2,10,2,4,60,0,1,SMB,4437373,85.0,115,1.0,0.0,28472.25,28472.25,Severe,Small,40.0,0.062,88.75,73.42,10.54,3000.98,5551.81
CUST0163,INV000101,8191.44,2025-05-30,2025-07-29,2025-07-29,Paid,0,3,0,0,0,4,11,0,1,Mid-Market,3293484,0.0,461,0.0,100.0,0.0,0.0,Current,Small,100.0,0.25,65.87,0.0,85.0,6962.72,6962.72
CUST0366,INV000102,14562.28,2025-12-09,2026-01-08,,Overdue,238,1,1,9,0,7,7,0,0,SMB,2752994,238.0,268,1.0,0.0,14562.28,14562.28,Critical,Small,44.6,0.467,55.06,80.0,16.34,2379.48,8042.64
CUST1550,INV000103,24652.58,2026-08-03,2026-10-02,,Overdue,0,3,1,7,1,4,30,1,1,Mid-Market,2082709,0.0,31,0.3333333333333333,66.67,24652.58,0.0,Current,Small,77.14,0.114,41.65,14.0,62.38,15378.28,15378.28
CUST1263,INV000104,23079.08,2025-11-17,2025-12-02,,Overdue,275,24,6,0,1,1,46,1,0,SMB,939855,275.0,290,0.25,75.0,23079.08,23079.08,Critical,Small,85.5,0.021,18.8,61.5,47.64,10994.87,41230.76
CUST0072,INV000105,79249.15,2026-06-16,2026-07-31,2026-08-16,Paid,0,15,3,9,0,5,5,0,1,SMB,1621951,16.0,79,0.2,80.0,0.0,0.0,Current,Medium,84.6,0.455,32.44,6.0,78.0,61814.34,61814.34
CUST1469,INV000106,102894.27,2025-10-16,2025-11-30,,Overdue,277,16,5,22,2,1,66,0,0,Enterprise,1571722,277.0,322,0.3125,68.75,102894.27,102894.27,Critical,Medium,67.18,0.015,31.43,67.38,42.65,43884.41,165444.23
